R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,uniqueNetworkLocation,country,source,major,,,,,,,,
1,1,1,3,1,4,1,1,1,5,3,2,2,4,2,4,2,3,5,3,5,3,1,4,3,4,3,4,4,2,4,1,1,2,2,2,2,2,2,5,1,1,2,4,2,2,1,2,40,288,272,5,5,1,7,6,5,6,7,2,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,2,1,33,1,12,1,4,1,1,2,1,CA,0,Psychology,,,,,,,,
1,3,1,1,1,1,1,1,1,2,1,2,3,1,1,1,3,5,5,4,5,5,1,5,5,5,3,4,4,1,3,3,4,1,5,3,5,2,4,3,1,1,2,1,1,2,1,1,60,227,183,5,1,7,5,7,2,7,1,7,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4,3,2,1,47,1,7,1,4,0,2,3,1,US,1,English,,,,,,,,
3,4,4,4,3,4,2,3,4,3,4,4,3,2,2,2,2,2,2,3,3,5,4,2,4,5,5,4,4,5,4,4,2,2,2,1,4,1,2,2,2,4,4,4,3,3,3,3,42,287,151,7,5,6,2,6,2,6,2,7,3,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,3,2,1,1,28,1,2,1,4,1,1,8,1,AU,0,pschology,,,,,,,,
3,4,1,2,1,4,1,2,5,4,5,4,5,5,5,5,3,5,5,3,5,4,2,5,5,3,5,2,5,3,5,2,1,1,4,1,4,2,1,2,4,4,3,4,5,4,3,3,144,233,111,2,5,6,7,7,7,6,5,5,4,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,3,2,1,20,1,2,1,4,2,1,1,1,NZ,0,Plant,Science,,,,,,,
3,3,1,1,1,4,2,4,4,4,3,2,3,4,4,2,2,5,3,3,2,4,2,4,4,1,2,4,2,3,4,2,2,1,4,1,2,2,2,3,1,2,1,3,1,3,2,1,20,204,119,6,6,3,5,7,5,5,1,3,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,2,2,30,1,1,1,4,2,1,1,2,US,1,clinical,psychology,,,,,,,
3,2,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,3,4,4,4,4,2,3,4,4,3,3,3,3,4,3,2,1,2,2,3,3,2,3,3,2,1,3,2,3,3,2,27,219,203,4,2,6,2,6,6,5,3,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,2,1,1,38,2,6,3,1,2,1,1,1,US,1,Psychology,,,,,,,,
2,1,1,2,1,1,1,1,4,4,4,4,4,4,4,3,2,3,4,4,5,3,2,4,4,4,3,3,3,3,3,2,3,1,4,2,5,3,2,2,2,2,2,2,3,3,2,1,3,212,121,3,4,5,5,6,6,6,5,6,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,24,1,2,1,4,2,1,2,2,US,1,English,,,,,,,,
3,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,3,4,1,4,2,3,2,2,2,4,3,2,2,3,2,2,2,4,2,3,2,2,2,1,2,3,2,2,2,2,62,195,301,6,4,6,4,5,7,7,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,28,1,7,4,4,2,2,3,2,US,0,,,,,,,,,
4,2,2,4,2,2,4,2,2,2,4,2,3,2,3,2,2,1,2,1,4,4,1,2,3,3,4,1,5,2,2,2,5,3,5,3,4,2,3,5,4,4,4,3,4,5,4,5,4,230,156,2,2,5,2,6,7,4,5,6,3,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,2,1,1,1,21,1,5,1,4,2,1,6,1,US,0,ge,,,,,,,,
2,2,2,1,2,2,1,1,5,3,5,5,5,4,5,4,4,5,2,5,5,5,5,4,4,5,4,5,4,4,4,1,2,1,4,1,4,2,2,1,1,1,1,1,1,1,1,1,23,402,366,6,3,6,2,6,2,6,2,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,3,1,53,1,1,2,4,2,3,9,1,US,2,foreign,language,,,,,,,
5,4,3,2,3,2,5,3,4,4,3,3,3,3,3,3,3,4,1,1,3,4,4,4,4,4,4,5,5,5,5,4,2,2,4,4,5,4,3,4,5,5,5,5,5,5,5,5,7362,251,386,4,5,7,6,7,7,6,1,6,7,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,3,3,2,2,17,1,4,1,1,2,1,1,2,PH,0,bachelor,in,math,and,science,elementary,educa,,
3,1,1,5,3,3,5,1,5,5,5,1,3,3,1,4,4,5,5,5,5,5,1,5,0,5,5,1,5,2,1,5,3,3,4,5,5,5,5,5,1,5,3,5,1,1,1,3,8,417,332,6,4,7,4,6,7,7,7,5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,17,1,10,0,1,2,2,8,1,MY,0,Science,Forensic,,,,,,,
3,1,1,4,1,1,5,1,5,5,5,5,5,5,5,5,3,3,1,1,1,1,3,1,5,5,5,5,5,1,1,5,1,2,1,1,1,1,1,3,1,3,4,1,5,5,1,1,3,135,253,7,7,4,5,7,5,7,2,3,7,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,3,3,1,2,18,1,10,2,1,2,1,0,2,MY,0,diploma,in,science,,,,,,
5,3,5,4,3,5,2,3,5,5,5,4,4,5,4,2,4,3,5,5,5,5,3,4,1,4,3,2,2,5,5,3,5,3,5,1,5,4,4,5,1,3,3,1,3,2,1,1,13,245,221,7,3,7,1,4,1,4,1,7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,17,1,10,1,1,2,1,3,1,MY,1,engineering,,,,,,,,
5,1,1,1,1,1,1,1,5,5,5,3,5,5,4,2,4,4,2,3,4,2,2,2,5,3,5,3,5,3,5,3,5,3,5,1,4,3,5,2,2,1,1,5,1,1,1,2,2,209,167,6,7,7,5,7,1,7,1,6,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,1,1,2,18,1,10,1,1,2,1,6,2,MY,0,law,,,,,,,,
3,2,1,5,1,5,3,4,5,2,3,5,4,3,3,3,2,2,3,4,3,4,4,3,3,1,2,3,3,2,2,2,4,3,5,3,5,4,4,4,1,3,3,1,3,3,2,3,28,348,238,6,4,6,5,7,2,6,2,4,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,1,1,52,1,2,1,1,1,2,3,2,SG,1,economics,,,,,,,,
1,2,2,2,2,2,2,1,2,3,3,2,2,2,2,1,1,2,4,2,3,3,4,3,3,3,2,2,3,4,4,2,1,2,2,2,3,3,1,3,3,3,3,2,3,2,1,1,257,101,197,2,4,4,5,5,6,6,4,4,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,23,1,12,1,1,1,1,3,2,SG,0,business,management,,,,,,,
1,1,1,1,1,1,1,1,5,2,3,4,1,4,1,1,1,4,4,2,5,1,2,1,4,4,5,4,5,1,3,1,2,3,4,1,1,4,4,1,1,1,2,1,1,1,5,1,7,264,182,7,1,6,7,7,1,5,1,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,3,2,1,30,1,7,1,5,2,3,3,1,US,1,,,,,,,,,
3,1,2,5,2,3,2,1,2,2,2,1,2,3,1,3,1,1,1,1,1,1,4,1,3,2,2,4,4,3,2,2,2,1,4,1,4,2,1,3,2,4,2,2,2,2,2,2,70,181,186,4,5,6,2,7,7,6,3,5,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,1,18,1,11,0,1,2,1,3,1,HK,0,,,,,,,,,
1,1,2,4,1,1,1,1,4,4,2,4,3,3,2,1,5,3,4,5,4,5,1,3,5,4,4,1,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,561,117,120,4,7,5,6,5,4,3,1,5,2,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,2,1,1,2,25,3,2,1,4,1,1,3,1,NO,2,,,,,,,,,
5,1,1,4,1,4,4,1,1,1,1,1,1,2,1,1,4,1,0,4,2,4,1,1,5,5,5,4,5,5,5,5,3,1,3,1,1,3,2,4,1,1,1,1,1,4,1,1,51,346,348,7,1,6,3,7,1,6,2,2,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,1,2,24,1,12,1,1,2,1,2,1,IN,2,computer,engineer,,,,,,,
1,3,2,1,1,3,1,1,5,4,4,5,4,4,3,4,4,4,4,4,5,4,3,5,4,3,1,3,1,1,3,1,2,1,2,2,4,1,2,1,1,1,1,1,2,1,2,1,32,195,157,1,5,7,3,7,7,5,1,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,45,1,4,1,4,1,2,2,1,US,1,chemical,engineering,,,,,,,
5,5,1,5,5,5,3,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,3,5,5,5,3,5,5,17,482,322,6,1,7,3,7,6,2,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,18,1,4,1,1,2,1,3,1,PH,1,History,,,,,,,,
3,3,1,3,4,3,2,1,3,4,4,3,2,3,3,2,4,5,3,5,5,4,4,4,4,4,4,4,4,4,5,4,3,4,2,2,4,3,3,5,3,4,3,3,3,4,2,4,12,305,131,7,5,3,5,5,1,6,7,4,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,18,1,7,2,4,2,1,3,1,US,1,,,,,,,,,
4,2,3,2,2,2,2,3,4,4,4,3,4,4,4,3,1,2,1,2,3,3,5,3,2,5,3,2,3,3,3,3,1,2,4,2,2,3,2,2,3,2,2,3,1,2,3,3,28,310,229,4,4,5,7,6,7,6,4,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,16,2,10,0,1,2,1,4,1,MY,0,English,,,,,,,,
3,3,2,3,2,2,3,2,4,4,4,2,2,4,3,2,5,5,5,3,5,5,5,5,5,5,4,4,4,5,5,4,4,5,5,5,3,5,3,4,3,3,2,3,3,2,3,2,50,165,141,6,4,3,2,6,3,7,4,5,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,3,2,2,22,1,3,2,1,2,1,1,1,TH,0,,,,,,,,,
2,3,2,3,2,3,4,3,3,3,2,3,4,3,3,3,4,4,4,4,4,4,3,3,4,2,3,4,4,4,4,3,4,2,3,4,3,4,4,4,2,2,3,3,2,4,3,3,17,220,155,6,4,6,2,6,4,5,3,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,2,36,1,8,1,1,1,2,2,1,IN,0,electronics,,,,,,,,
1,1,1,1,1,5,1,2,3,4,4,3,3,4,3,3,2,1,2,5,1,5,1,1,3,5,1,4,1,3,4,1,1,3,3,1,2,3,2,2,3,1,4,3,4,4,3,3,352,321,92,2,4,7,2,6,6,1,1,6,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,2,27,1,1,1,4,2,1,1,1,EE,0,English,,,,,,,,
1,1,1,1,2,1,2,1,1,3,2,3,2,1,2,1,1,3,2,2,1,2,3,2,2,4,1,4,3,2,3,2,0,4,5,3,5,4,4,3,3,2,3,3,1,2,2,2,7,125,124,6,4,6,6,6,3,6,2,6,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,17,1,3,2,5,2,1,1,1,SG,1,hospitality,,,,,,,,
3,1,1,1,1,1,1,1,4,4,4,1,2,4,1,1,2,4,5,1,3,1,5,4,4,4,2,4,1,4,3,4,5,1,5,4,5,4,5,4,1,2,3,4,2,3,4,1,401,301,470,6,6,6,5,7,4,6,1,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,2,21,1,4,1,4,2,1,1,1,PL,0,Russian,Language,and,Literature,,,,,
1,2,1,2,1,1,1,1,2,3,3,1,1,1,1,1,1,2,2,1,2,2,2,2,3,3,2,1,3,1,2,1,1,2,3,1,3,1,2,1,3,3,2,3,2,1,1,2,23,460,328,5,4,7,5,4,6,6,1,5,4,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,28,1,4,3,4,2,1,3,1,US,0,Information,Systems,Management,,,,,,
5,5,5,1,5,1,3,3,5,5,3,3,1,5,3,1,3,1,1,1,1,5,5,1,3,2,1,5,1,3,1,1,3,3,5,5,5,3,3,3,5,5,1,3,1,1,3,5,9,344,307,2,1,5,7,6,7,5,3,6,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,52,1,4,1,1,1,2,4,1,SG,1,,,,,,,,,
1,2,1,2,2,3,2,2,4,5,4,4,4,4,3,3,4,5,3,5,5,4,2,4,5,5,4,5,4,3,4,4,1,2,2,3,3,3,2,3,1,1,1,1,2,2,1,1,6,6542,5,6,4,5,5,7,3,6,4,5,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,4,3,2,1,41,2,12,2,5,1,3,3,1,GB,0,Drama,,,,,,,,
4,3,2,3,3,3,3,3,4,4,3,3,3,4,3,3,2,4,3,5,4,4,3,3,5,5,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,2,3,1,3,3,3,3,41,328,163,7,5,5,5,6,2,6,1,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,25,1,6,1,3,2,1,2,1,KE,2,Architectural,Studies,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,5,3,5,5,5,3,5,5,5,5,5,3,5,5,5,3,5,5,1,5,3,1,1,3,1,1,1,1,332,168,222,6,5,5,5,6,5,5,5,5,5,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,1,2,2,17,1,4,3,1,2,1,3,1,PH,0,Psychology,,,,,,,,
1,5,1,2,3,3,1,3,3,5,5,3,5,5,3,5,3,5,5,3,5,5,5,5,3,3,1,5,1,2,5,3,1,1,5,5,5,3,1,3,1,1,1,1,1,5,1,1,6,253,229,6,2,7,3,7,5,7,2,7,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,1,44,1,4,1,4,2,2,3,1,US,1,career,and,technical,education:,workforce,and,,,
1,3,1,1,1,4,1,3,4,1,2,2,2,2,2,2,3,2,1,2,2,4,1,1,5,4,2,4,4,3,4,2,1,2,2,2,1,1,2,1,2,1,1,1,4,3,3,1,23,25974,105,2,2,7,6,5,5,6,2,3,3,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,4,2,2,1,38,1,6,1,4,2,2,5,1,US,0,Economics,,,,,,,,
4,2,1,2,2,3,2,2,4,3,3,4,4,4,4,5,2,2,4,2,4,4,1,4,4,4,2,3,2,3,4,2,1,3,2,2,1,3,1,3,2,1,3,2,4,4,3,2,17,258,145,3,5,5,5,5,6,5,2,4,3,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,2,2,1,29,2,1,1,4,2,1,1,1,US,0,political,science,,,,,,,
4,1,2,3,2,2,2,2,2,3,3,2,2,3,2,3,2,3,4,3,1,3,3,3,2,3,2,3,2,3,2,3,4,1,4,2,3,3,2,4,2,2,3,2,2,3,1,2,32,3461,303,5,6,4,3,5,2,6,2,7,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,16,1,10,1,1,2,1,1,1,ID,0,Information,Technology,,,,,,,
5,3,1,1,1,1,1,1,5,5,5,5,5,1,5,1,1,1,3,1,1,5,1,1,5,5,5,1,5,3,5,5,1,1,3,1,3,1,5,1,3,3,1,3,3,3,3,1,82,183,313,3,1,7,6,5,7,7,1,4,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,4,3,2,2,39,1,4,1,5,2,3,1,1,US,1,Psychology,,,,,,,,
2,2,2,2,2,2,2,2,5,4,4,5,4,5,4,4,4,3,1,3,3,3,3,2,5,5,5,4,5,4,4,5,2,3,3,2,2,2,2,2,3,3,3,2,1,1,2,1,5,145,161,2,6,5,5,6,7,7,5,5,6,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,21,1,1,1,4,1,1,4,1,AU,0,Nursing/Psychology,,,,,,,,
4,3,1,2,3,2,3,1,5,4,4,5,4,4,4,4,3,4,2,3,3,3,1,2,5,5,5,5,5,5,4,5,3,3,3,3,4,2,2,1,3,1,2,3,4,3,2,4,4,188,234,7,1,7,3,6,4,7,2,6,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,15,1,10,1,5,2,1,5,1,MY,0,psychology,,,,,,,,
5,2,1,4,3,5,2,1,5,4,1,4,2,1,1,1,1,4,2,3,1,3,1,1,5,2,3,1,5,4,4,1,3,2,3,4,5,3,3,4,1,1,4,3,4,5,1,2,147,283,219,6,2,1,1,6,5,6,3,7,5,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,2,2,40,1,7,1,4,1,2,2,1,RO,2,pedagogy,,,,,,,,
1,1,1,1,1,2,1,1,5,2,1,5,4,3,5,1,5,5,4,5,5,5,5,5,5,5,5,3,5,4,2,3,3,3,5,5,3,5,1,5,1,2,1,1,1,1,1,1,3,555,800,7,7,7,6,7,6,7,4,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,17,1,4,1,4,2,1,6,1,LB,1,audiovisual,,,,,,,,
2,2,2,4,2,2,1,2,4,4,4,2,2,2,2,2,3,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,107,140,2,3,5,2,4,3,2,6,5,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,27,1,1,1,4,2,1,2,1,US,1,Finance,,,,,,,,
5,1,2,1,1,1,1,1,1,2,4,3,3,1,3,1,1,1,1,1,1,4,1,1,4,3,3,1,3,2,1,1,2,1,2,1,3,1,1,1,1,1,1,1,4,1,1,1,3,407,255,7,5,6,3,7,5,6,2,4,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,4,3,1,2,26,1,10,1,3,2,1,0,1,QA,1,Chemistry,,,,,,,,
2,2,2,3,2,3,3,1,3,4,4,3,3,3,3,2,4,3,4,4,4,5,4,4,2,3,2,4,2,2,3,1,2,4,4,3,3,4,3,2,3,3,3,2,3,3,3,2,7,207,161,4,2,5,6,5,5,5,2,5,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,2,30,1,2,1,4,1,1,3,1,SE,0,Business,Administration,,,,,,,
2,3,1,3,1,3,3,2,3,5,5,3,3,5,4,1,1,4,4,2,2,4,3,2,1,5,3,1,3,3,3,3,1,2,1,1,2,1,1,4,1,2,1,2,3,3,1,2,70,160,149,5,4,6,7,6,6,6,4,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,19,1,7,1,3,2,1,2,1,US,0,,,,,,,,,
1,1,1,1,1,1,1,1,5,5,4,5,3,3,3,1,3,3,1,3,4,2,1,3,3,4,3,2,4,2,3,4,1,1,4,1,4,1,2,1,1,1,1,2,1,3,1,1,9,251,231,6,4,7,2,6,4,6,3,6,4,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,4,3,2,1,46,1,6,1,4,2,3,3,1,US,0,Psychology,,,,,,,,
3,3,1,1,1,1,1,2,2,2,1,4,1,2,3,2,1,5,2,2,5,3,3,4,3,4,5,4,5,5,5,4,1,1,2,1,2,2,2,4,1,1,1,4,1,1,2,2,8,286,229,1,6,5,7,6,6,6,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,2,3,2,2,20,1,6,1,1,1,1,1,1,ID,0,Psychology,,,,,,,,
3,1,2,1,2,1,2,2,3,1,2,3,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,2,2,3,3,5,5,5,2,3,4,2,228,223,6,5,7,4,5,5,2,2,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,2,1,1,22,1,4,1,5,1,1,3,1,US,1,Information,Technology,,,,,,,
3,3,2,2,1,1,1,1,2,2,2,3,2,1,1,2,5,4,2,4,3,5,1,2,3,5,4,1,2,4,4,3,4,3,4,3,4,3,3,2,1,3,2,1,2,1,3,2,18,324,167,5,5,6,3,5,6,6,3,6,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,17,1,10,0,2,2,1,2,1,SA,1,,,,,,,,,
1,4,1,1,1,3,3,3,4,3,2,1,2,2,3,1,3,1,2,2,2,3,3,2,1,4,1,4,3,3,1,1,1,1,1,2,3,2,2,1,1,1,1,1,2,1,1,1,2100,197,144,5,5,6,3,5,5,6,2,6,4,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,2,1,19,1,4,1,4,2,1,1,1,US,2,,,,,,,,,
3,1,1,2,1,1,1,1,5,4,4,5,4,4,4,4,4,5,4,5,5,5,4,4,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,3,2,1,1,425,193,185,1,5,3,6,5,7,4,6,3,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,1,2,18,1,1,1,4,2,1,2,1,DE,2,Biology,,,,,,,,
1,1,1,2,1,1,1,1,4,4,1,4,1,1,1,1,2,4,2,2,3,5,2,1,4,4,5,5,5,1,2,1,1,1,1,1,2,1,1,1,4,1,4,4,4,5,4,1,11,239,178,5,2,2,2,6,5,6,1,6,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,27,1,2,1,4,2,1,3,1,US,1,,,,,,,,,
1,1,1,1,1,1,1,1,4,2,1,3,1,1,1,1,1,1,1,3,1,1,1,1,4,4,3,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,28,144,215,7,4,7,1,6,1,7,1,6,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,25,1,7,1,4,1,2,2,1,US,0,Exercise,Science,,,,,,,
2,1,1,2,2,4,2,1,4,5,4,4,5,5,4,4,1,4,3,4,5,2,4,4,4,5,4,2,5,3,2,4,3,2,3,3,3,3,3,4,2,2,2,3,3,3,2,2,1008,320,189,2,6,4,6,5,7,5,6,5,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,2,2,1,19,1,1,1,4,2,1,3,2,US,2,psychology,,,,,,,,
3,1,1,2,1,2,1,1,4,4,4,4,4,2,3,2,2,2,2,4,5,3,1,2,5,4,5,2,5,5,5,2,1,3,5,4,4,3,1,4,3,2,2,3,4,2,2,1,44,171,205,7,1,7,3,7,5,7,2,7,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,1,2,1,51,1,12,1,4,1,3,2,1,US,2,social,work,,,,,,,
3,1,1,5,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,3,3,1,2,3,2,1,3,1,2,4,1,5,1,1,2,4,3,5,5,5,3,3,3,2,172,245,4,3,7,1,4,7,7,1,7,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,3,2,1,2,21,1,2,1,1,2,2,3,1,NONE,0,Computer,science,,,,,,,
1,1,5,1,1,2,1,1,4,4,4,4,4,3,4,5,1,2,2,4,4,1,4,3,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,4,1,1,2,23,102,71,1,7,7,2,7,6,1,1,6,2,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2,1,1,1,22,3,1,4,4,2,1,1,1,GB,2,,,,,,,,,
3,1,1,1,1,2,2,2,5,5,3,3,3,3,4,2,1,3,2,3,3,3,2,2,4,3,4,3,4,3,4,4,1,2,2,1,3,2,3,3,1,2,2,1,2,3,2,2,35,166,190,5,4,7,2,5,5,6,1,7,4,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,22,1,1,1,4,1,1,2,1,US,0,Psychology,,,,,,,,
3,1,1,2,1,2,2,3,3,4,4,2,1,4,2,3,3,3,3,3,4,3,2,3,4,4,3,5,4,3,4,3,2,3,3,4,2,4,4,4,2,2,2,3,2,2,3,2,4,129,196,4,2,5,6,6,5,7,4,7,3,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,4,2,2,1,34,1,1,1,4,1,1,2,1,GB,0,English,,,,,,,,
3,2,3,3,3,5,4,4,3,4,2,4,1,3,3,2,1,2,4,4,2,5,2,2,3,4,5,2,5,1,3,1,2,3,1,5,4,5,4,4,4,4,2,4,5,3,4,4,10,1351,514,2,7,6,5,2,6,6,3,4,7,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,20,1,10,1,2,2,1,4,1,EG,0,phsycology,,,,,,,,
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,5,1,5,1,5,3,1,1,1,1,1,1,1,1,1,1,5,3,1,5,1,1,10,129,190,3,1,7,1,5,7,7,5,7,4,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,4,2,2,1,68,1,6,1,4,0,2,3,1,US,0,interior,design,counseling,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,2,3,3,4,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,4,105,122,3,1,7,4,6,6,7,1,6,4,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,21,1,2,1,1,2,1,2,1,US,1,psychology,,,,,,,,
3,1,1,1,1,1,1,1,3,5,4,2,3,4,2,1,2,1,1,1,1,4,0,1,5,5,5,3,5,5,5,0,1,3,4,1,3,3,1,3,5,3,4,4,3,3,3,3,7,166,151,5,1,7,2,6,6,7,1,7,6,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,1,36,2,6,1,4,1,2,3,1,US,0,Sociology,,,,,,,,
5,3,4,1,1,1,1,5,5,4,4,4,5,5,5,5,5,4,1,4,5,5,5,5,5,3,4,4,5,5,5,5,5,1,4,1,5,5,5,1,5,1,1,4,5,5,5,5,3,372,266,7,1,5,5,7,1,7,1,5,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,4,3,2,2,21,1,8,2,1,1,1,3,1,IN,2,civil,engineering,,,,,,,
1,1,1,1,1,1,1,1,5,5,5,1,4,5,1,4,1,1,1,1,1,5,1,1,5,5,5,4,5,5,5,1,1,1,1,1,1,4,1,1,3,1,4,4,1,3,1,1,3,119,105,2,2,7,6,3,5,7,1,5,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,2,2,2,1,18,1,6,1,4,2,1,2,1,US,2,psychology,,,,,,,,
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,2,1,5,3,3,3,4,4,5,5,3,2,5,2,5,3,5,4,5,4,5,3,3,3,5,4,5,6,176,223,5,3,7,5,4,7,7,1,7,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,2,1,2,1,21,1,7,1,3,1,1,3,1,US,0,N/a,,,,,,,,
